"Date","Price","Open","High","Low","Change %"
"Sep 24, 2024","18.481","18.481","18.481","18.481","0.29%"
"Sep 23, 2024","18.428","18.428","18.428","18.428","0.31%"
"Sep 20, 2024","18.370","18.370","18.370","18.370","-0.33%"
"Sep 19, 2024","18.431","18.431","18.431","18.431","0.88%"
"Sep 18, 2024","18.270","18.270","18.270","18.270","-0.33%"
"Sep 17, 2024","18.331","18.331","18.331","18.331","0.09%"
"Sep 16, 2024","18.314","18.314","18.314","18.314","-0.10%"
"Sep 13, 2024","18.333","18.333","18.333","18.333","0.13%"
"Sep 12, 2024","18.309","18.309","18.309","18.309","0.43%"
"Sep 11, 2024","18.231","18.231","18.231","18.231","0.28%"
"Sep 10, 2024","18.181","18.181","18.181","18.181","0.17%"
"Sep 09, 2024","18.150","18.150","18.150","18.150","0.49%"
"Sep 06, 2024","18.062","18.062","18.062","18.062","-1.20%"
"Sep 04, 2024","18.281","18.281","18.281","18.281","-0.50%"
"Sep 03, 2024","18.373","18.373","18.373","18.373","-0.51%"
"Sep 02, 2024","18.466","18.466","18.466","18.466","-0.02%"
"Aug 30, 2024","18.470","18.470","18.470","18.470","0.25%"
"Aug 29, 2024","18.425","18.425","18.425","18.425","0.45%"
"Aug 28, 2024","18.342","18.342","18.342","18.342","0.02%"
"Aug 27, 2024","18.339","18.339","18.339","18.339","-0.05%"
"Aug 26, 2024","18.348","18.348","18.348","18.348","-0.26%"
"Aug 23, 2024","18.397","18.397","18.397","18.397","0.37%"
"Aug 22, 2024","18.329","18.329","18.329","18.329","-0.37%"
"Aug 21, 2024","18.397","18.397","18.397","18.397","0.08%"
"Aug 20, 2024","18.382","18.382","18.382","18.382","0.05%"
"Aug 19, 2024","18.373","18.373","18.373","18.373","0.32%"
"Aug 16, 2024","18.314","18.314","18.314","18.314","1.00%"
"Aug 14, 2024","18.132","18.132","18.132","18.132","0.00%"
"Aug 13, 2024","18.132","18.132","18.132","18.132","0.56%"
"Aug 12, 2024","18.031","18.031","18.031","18.031","-0.05%"
"Aug 09, 2024","18.039","18.039","18.039","18.039","0.41%"
"Aug 08, 2024","17.966","17.966","17.966","17.966","0.55%"
"Aug 07, 2024","17.868","17.868","17.868","17.868","0.56%"
"Aug 06, 2024","17.768","17.768","17.768","17.768","0.41%"
"Aug 05, 2024","17.696","17.696","17.696","17.696","-1.69%"
"Aug 02, 2024","18.000","18.000","18.000","18.000","-1.42%"
"Aug 01, 2024","18.260","18.260","18.260","18.260","-0.41%"
"Jul 31, 2024","18.335","18.335","18.335","18.335","0.72%"
"Jul 30, 2024","18.204","18.204","18.204","18.204","-0.06%"
"Jul 29, 2024","18.215","18.215","18.215","18.215","0.17%"
"Jul 26, 2024","18.184","18.184","18.184","18.184","0.54%"
"Jul 25, 2024","18.087","18.087","18.087","18.087","-0.68%"
"Jul 24, 2024","18.212","18.212","18.212","18.212","-0.87%"
"Jul 23, 2024","18.371","18.371","18.371","18.371","0.23%"
"Jul 22, 2024","18.330","18.330","18.330","18.330","0.31%"
"Jul 19, 2024","18.274","18.274","18.274","18.274","-0.24%"
"Jul 18, 2024","18.317","18.317","18.317","18.317","-0.43%"
"Jul 17, 2024","18.396","18.396","18.396","18.396","-0.76%"
"Jul 16, 2024","18.536","18.536","18.536","18.536","0.02%"
"Jul 15, 2024","18.532","18.532","18.532","18.532","-0.22%"
"Jul 12, 2024","18.573","18.573","18.573","18.573","0.29%"
"Jul 11, 2024","18.520","18.520","18.520","18.520","-0.02%"
"Jul 10, 2024","18.523","18.523","18.523","18.523","0.45%"
"Jul 09, 2024","18.440","18.440","18.440","18.440","-0.25%"
"Jul 08, 2024","18.486","18.486","18.486","18.486","-0.03%"
"Jul 05, 2024","18.492","18.492","18.492","18.492","0.24%"
"Jul 04, 2024","18.447","18.447","18.447","18.447","0.01%"
"Jul 03, 2024","18.445","18.445","18.445","18.445","0.27%"
"Jul 02, 2024","18.396","18.396","18.396","18.396","0.20%"
"Jul 01, 2024","18.360","18.360","18.360","18.360","-0.11%"
"Jun 28, 2024","18.380","18.380","18.380","18.380","-0.21%"
"Jun 27, 2024","18.418","18.418","18.418","18.418","0.06%"
"Jun 26, 2024","18.408","18.408","18.408","18.408","-0.09%"
"Jun 25, 2024","18.424","18.424","18.424","18.424","0.17%"
"Jun 24, 2024","18.392","18.392","18.392","18.392","-0.10%"
"Jun 21, 2024","18.410","18.410","18.410","18.410","0.03%"
"Jun 20, 2024","18.405","18.405","18.405","18.405","0.30%"
"Jun 19, 2024","18.350","18.350","18.350","18.350","-0.19%"
"Jun 18, 2024","18.385","18.385","18.385","18.385","0.19%"
"Jun 17, 2024","18.350","18.350","18.350","18.350","-0.12%"
"Jun 14, 2024","18.372","18.372","18.372","18.372","0.14%"
"Jun 13, 2024","18.346","18.346","18.346","18.346","-0.29%"
"Jun 12, 2024","18.400","18.400","18.400","18.400","0.51%"
"Jun 11, 2024","18.306","18.306","18.306","18.306","-0.23%"
"Jun 07, 2024","18.348","18.348","18.348","18.348","0.16%"
"Jun 06, 2024","18.319","18.319","18.319","18.319","0.25%"
"Jun 05, 2024","18.274","18.274","18.274","18.274","0.71%"
"Jun 04, 2024","18.145","18.145","18.145","18.145","-0.31%"
"Jun 03, 2024","18.201","18.201","18.201","18.201","0.28%"
"May 31, 2024","18.150","18.150","18.150","18.150","-0.14%"
"May 29, 2024","18.175","18.175","18.175","18.175","-0.56%"
"May 28, 2024","18.278","18.278","18.278","18.278","-0.41%"
"May 27, 2024","18.353","18.353","18.353","18.353","0.14%"
"May 24, 2024","18.327","18.327","18.327","18.327","0.10%"
"May 23, 2024","18.309","18.309","18.309","18.309","-0.27%"
"May 22, 2024","18.358","18.358","18.358","18.358","-0.01%"
"May 21, 2024","18.360","18.360","18.360","18.360","0.05%"
"May 20, 2024","18.351","18.351","18.351","18.351","-0.01%"
"May 17, 2024","18.354","18.354","18.354","18.354","0.06%"
"May 16, 2024","18.343","18.343","18.343","18.343","-0.09%"
"May 15, 2024","18.360","18.360","18.360","18.360","0.56%"
"May 14, 2024","18.257","18.257","18.257","18.257","0.13%"
"May 13, 2024","18.233","18.233","18.233","18.233","-0.06%"
"May 10, 2024","18.243","18.243","18.243","18.243","0.17%"
"May 09, 2024","18.213","18.213","18.213","18.213","0.12%"
"May 08, 2024","18.191","18.191","18.191","18.191","0.02%"
"May 07, 2024","18.187","18.187","18.187","18.187","0.54%"
"May 06, 2024","18.089","18.089","18.089","18.089","0.37%"
"May 03, 2024","18.022","18.022","18.022","18.022","0.21%"
"May 02, 2024","17.983","17.983","17.983","17.983","0.16%"
"Apr 30, 2024","17.955","17.955","17.955","17.955","-0.55%"
"Apr 29, 2024","18.054","18.054","18.054","18.054","0.08%"
"Apr 26, 2024","18.040","18.040","18.040","18.040","0.04%"
"Apr 24, 2024","18.034","18.034","18.034","18.034","-0.04%"
"Apr 23, 2024","18.041","18.041","18.041","18.041","0.56%"
"Apr 22, 2024","17.940","17.940","17.940","17.940","0.60%"
"Apr 19, 2024","17.832","17.832","17.832","17.832","-0.21%"
"Apr 18, 2024","17.870","17.870","17.870","17.870","-0.14%"
"Apr 17, 2024","17.895","17.895","17.895","17.895","-0.03%"
"Apr 16, 2024","17.899","17.899","17.899","17.899","-0.64%"
"Apr 15, 2024","18.015","18.015","18.015","18.015","-0.50%"
"Apr 12, 2024","18.106","18.106","18.106","18.106","-0.08%"
"Apr 11, 2024","18.120","18.120","18.120","18.120","0.33%"
"Apr 10, 2024","18.061","18.061","18.061","18.061","-0.26%"
"Apr 09, 2024","18.108","18.108","18.108","18.108","-0.10%"
"Apr 08, 2024","18.127","18.127","18.127","18.127","0.18%"
"Apr 05, 2024","18.094","18.094","18.094","18.094","-0.12%"
"Apr 04, 2024","18.117","18.117","18.117","18.117","-0.40%"
"Apr 03, 2024","18.189","18.189","18.189","18.189","-0.05%"
"Apr 02, 2024","18.197","18.197","18.197","18.197","-0.41%"
"Apr 01, 2024","18.272","18.272","18.272","18.272","-0.06%"
"Mar 28, 2024","18.284","18.284","18.284","18.284","0.13%"
"Mar 27, 2024","18.260","18.260","18.260","18.260","0.37%"
"Mar 26, 2024","18.192","18.192","18.192","18.192","0.02%"
"Mar 25, 2024","18.187","18.187","18.187","18.187","-0.22%"
"Mar 22, 2024","18.227","18.227","18.227","18.227","0.16%"
"Mar 21, 2024","18.198","18.198","18.198","18.198","0.32%"
"Mar 20, 2024","18.140","18.140","18.140","18.140","0.20%"
"Mar 19, 2024","18.104","18.104","18.104","18.104","0.02%"
"Mar 18, 2024","18.100","18.100","18.100","18.100","0.06%"
"Mar 15, 2024","18.089","18.089","18.089","18.089","-0.22%"
"Mar 14, 2024","18.129","18.129","18.129","18.129","-0.13%"
"Mar 13, 2024","18.153","18.153","18.153","18.153","-0.07%"
"Mar 12, 2024","18.166","18.166","18.166","18.166","0.39%"
"Mar 11, 2024","18.096","18.096","18.096","18.096","-0.25%"
"Mar 08, 2024","18.141","18.141","18.141","18.141","-0.08%"
"Mar 07, 2024","18.156","18.156","18.156","18.156","0.55%"
"Mar 06, 2024","18.057","18.057","18.057","18.057","0.18%"
"Mar 05, 2024","18.024","18.024","18.024","18.024","-0.42%"
"Mar 04, 2024","18.100","18.100","18.100","18.100","-0.08%"
"Mar 01, 2024","18.114","18.114","18.114","18.114","0.44%"
"Feb 29, 2024","18.035","18.035","18.035","18.035","0.20%"
"Feb 28, 2024","17.999","17.999","17.999","17.999","0.08%"
"Feb 26, 2024","17.984","17.984","17.984","17.984","-0.16%"
"Feb 23, 2024","18.014","18.014","18.014","18.014","0.34%"
"Feb 22, 2024","17.952","17.952","17.952","17.952","0.63%"
"Feb 21, 2024","17.840","17.840","17.840","17.840","-0.60%"
"Feb 20, 2024","17.949","17.949","17.949","17.949","-0.31%"
"Feb 19, 2024","18.005","18.005","18.005","18.005","-0.01%"
"Feb 16, 2024","18.007","18.007","18.007","18.007","-0.15%"
"Feb 15, 2024","18.035","18.035","18.035","18.035","0.25%"
"Feb 14, 2024","17.990","17.990","17.990","17.990","0.67%"
"Feb 13, 2024","17.869","17.869","17.869","17.869","-0.75%"
"Feb 12, 2024","18.004","18.004","18.004","18.004","0.14%"
"Feb 09, 2024","17.980","17.980","17.980","17.980","0.28%"
"Feb 08, 2024","17.930","17.930","17.930","17.930","0.26%"
"Feb 07, 2024","17.884","17.884","17.884","17.884","0.14%"
"Feb 06, 2024","17.860","17.860","17.860","17.860","0.27%"
"Feb 05, 2024","17.812","17.812","17.812","17.812","0.16%"
"Feb 02, 2024","17.783","17.783","17.783","17.783","-0.14%"
"Feb 01, 2024","17.807","17.807","17.807","17.807","0.32%"
"Jan 31, 2024","17.750","17.750","17.750","17.750","-0.19%"
"Jan 30, 2024","17.784","17.784","17.784","17.784","-0.04%"
"Jan 29, 2024","17.791","17.791","17.791","17.791","0.56%"
"Jan 26, 2024","17.692","17.692","17.692","17.692","0.42%"
"Jan 25, 2024","17.618","17.618","17.618","17.618","0.26%"
"Jan 24, 2024","17.572","17.572","17.572","17.572","0.42%"
"Jan 23, 2024","17.499","17.499","17.499","17.499","-0.09%"
"Jan 22, 2024","17.514","17.514","17.514","17.514","0.44%"
"Jan 19, 2024","17.437","17.437","17.437","17.437","0.18%"
"Jan 18, 2024","17.406","17.406","17.406","17.406","0.45%"
"Jan 17, 2024","17.328","17.328","17.328","17.328","-0.67%"
"Jan 16, 2024","17.444","17.444","17.444","17.444","-0.03%"
"Jan 15, 2024","17.450","17.450","17.450","17.450","-0.17%"
"Jan 12, 2024","17.479","17.479","17.479","17.479","0.44%"
"Jan 11, 2024","17.403","17.403","17.403","17.403","-0.06%"
"Jan 10, 2024","17.413","17.413","17.413","17.413","0.33%"
"Jan 09, 2024","17.356","17.356","17.356","17.356","0.10%"
"Jan 08, 2024","17.338","17.338","17.338","17.338","0.33%"
"Jan 05, 2024","17.282","17.282","17.282","17.282","-0.14%"
"Jan 04, 2024","17.307","17.307","17.307","17.307","-0.41%"
"Jan 03, 2024","17.377","17.377","17.377","17.377","-0.51%"
"Jan 02, 2024","17.466","17.466","17.466","17.466","-0.15%"
"Dec 29, 2023","17.493","17.493","17.493","17.493","0.12%"
"Dec 28, 2023","17.472","17.472","17.472","17.472","-0.09%"
"Dec 27, 2023","17.487","17.487","17.487","17.487","0.02%"
"Dec 26, 2023","17.484","17.484","17.484","17.484","0.07%"
"Dec 22, 2023","17.471","17.471","17.471","17.471","-0.07%"
"Dec 21, 2023","17.484","17.484","17.484","17.484","0.14%"
"Dec 20, 2023","17.459","17.459","17.459","17.459","-0.15%"
"Dec 19, 2023","17.486","17.486","17.486","17.486","0.18%"
"Dec 18, 2023","17.455","17.455","17.455","17.455","-0.12%"
"Dec 15, 2023","17.476","17.476","17.476","17.476","0.31%"
"Dec 14, 2023","17.422","17.422","17.422","17.422","0.32%"
"Dec 13, 2023","17.367","17.367","17.367","17.367","0.46%"
"Dec 12, 2023","17.287","17.287","17.287","17.287","0.02%"
"Dec 11, 2023","17.283","17.283","17.283","17.283","0.40%"
"Dec 07, 2023","17.214","17.214","17.214","17.214","0.10%"
"Dec 06, 2023","17.197","17.197","17.197","17.197","0.44%"
"Dec 05, 2023","17.122","17.122","17.122","17.122","0.41%"
"Dec 04, 2023","17.052","17.052","17.052","17.052","0.74%"
"Nov 30, 2023","16.926","16.926","16.926","16.926","0.33%"
"Nov 29, 2023","16.870","16.870","16.870","16.870","0.48%"
"Nov 28, 2023","16.789","16.789","16.789","16.789","-0.01%"
"Nov 27, 2023","16.791","16.791","16.791","16.791","0.02%"
"Nov 24, 2023","16.788","16.788","16.788","16.788","-0.06%"
"Nov 23, 2023","16.799","16.799","16.799","16.799","0.05%"
"Nov 22, 2023","16.791","16.791","16.791","16.791","0.50%"
"Nov 21, 2023","16.708","16.708","16.708","16.708","-0.09%"
"Nov 20, 2023","16.722","16.722","16.722","16.722","0.15%"
"Nov 17, 2023","16.698","16.698","16.698","16.698","0.23%"
"Nov 16, 2023","16.660","16.660","16.660","16.660","-0.01%"
"Nov 15, 2023","16.662","16.662","16.662","16.662","-0.15%"
"Nov 14, 2023","16.688","16.688","16.688","16.688","0.95%"
"Nov 13, 2023","16.531","16.531","16.531","16.531","0.20%"
"Nov 10, 2023","16.497","16.497","16.497","16.497","0.02%"
"Nov 09, 2023","16.495","16.495","16.495","16.495","0.06%"
"Nov 08, 2023","16.485","16.485","16.485","16.485","0.24%"
"Nov 07, 2023","16.445","16.445","16.445","16.445","0.34%"
"Nov 06, 2023","16.390","16.390","16.390","16.390","-0.20%"
"Nov 03, 2023","16.424","16.424","16.424","16.424","0.34%"
"Nov 02, 2023","16.368","16.368","16.368","16.368","1.56%"
"Oct 31, 2023","16.117","16.117","16.117","16.117","0.40%"
"Oct 30, 2023","16.053","16.053","16.053","16.053","-0.05%"
"Oct 27, 2023","16.062","16.062","16.062","16.062","-0.05%"
"Oct 26, 2023","16.070","16.070","16.070","16.070","-0.16%"
"Oct 25, 2023","16.096","16.096","16.096","16.096","-0.28%"
"Oct 24, 2023","16.142","16.142","16.142","16.142","0.44%"
"Oct 23, 2023","16.071","16.071","16.071","16.071","-0.21%"
"Oct 20, 2023","16.104","16.104","16.104","16.104","-0.79%"
"Oct 19, 2023","16.232","16.232","16.232","16.232","-0.52%"
"Oct 18, 2023","16.318","16.318","16.318","16.318","-0.58%"
"Oct 17, 2023","16.413","16.413","16.413","16.413","-0.27%"
"Oct 16, 2023","16.457","16.457","16.457","16.457","-0.05%"
"Oct 13, 2023","16.465","16.465","16.465","16.465","-0.13%"
"Oct 12, 2023","16.486","16.486","16.486","16.486","-0.19%"
"Oct 11, 2023","16.518","16.518","16.518","16.518","0.30%"
"Oct 10, 2023","16.468","16.468","16.468","16.468","0.68%"
"Oct 09, 2023","16.357","16.357","16.357","16.357","0.06%"
"Oct 06, 2023","16.346","16.346","16.346","16.346","0.26%"
"Oct 04, 2023","16.304","16.304","16.304","16.304","-0.11%"
"Oct 03, 2023","16.322","16.322","16.322","16.322","-0.65%"
"Oct 02, 2023","16.429","16.429","16.429","16.429","-0.18%"
"Sep 29, 2023","16.458","16.458","16.458","16.458","0.19%"
"Sep 28, 2023","16.426","16.426","16.426","16.426","-0.03%"
"Sep 27, 2023","16.431","16.431","16.431","16.431","0.29%"
"Sep 26, 2023","16.384","16.384","16.384","16.384","-0.38%"
"Sep 25, 2023","16.446","16.446","16.446","16.446","-0.25%"
"Sep 22, 2023","16.486","16.486","16.486","16.486","-0.05%"
"Sep 21, 2023","16.495","16.495","16.495","16.495","-0.63%"
"Sep 20, 2023","16.600","16.600","16.600","16.600","0.11%"
"Sep 19, 2023","16.582","16.582","16.582","16.582","-0.37%"
"Sep 18, 2023","16.643","16.643","16.643","16.643","-0.43%"
"Sep 15, 2023","16.715","16.715","16.715","16.715","-0.06%"
"Sep 14, 2023","16.726","16.726","16.726","16.726","0.58%"
"Sep 13, 2023","16.629","16.629","16.629","16.629","-0.20%"
"Sep 12, 2023","16.663","16.663","16.663","16.663","-0.14%"
"Sep 11, 2023","16.687","16.687","16.687","16.687","0.05%"
"Sep 08, 2023","16.679","16.679","16.679","16.679","0.16%"
"Sep 07, 2023","16.653","16.653","16.653","16.653","-0.09%"
"Sep 06, 2023","16.668","16.668","16.668","16.668","-0.38%"
"Sep 05, 2023","16.730","16.730","16.730","16.730","0.10%"
"Sep 04, 2023","16.713","16.713","16.713","16.713","0.24%"
"Sep 01, 2023","16.673","16.673","16.673","16.673","0.16%"
"Aug 31, 2023","16.647","16.647","16.647","16.647","0.15%"
"Aug 30, 2023","16.622","16.622","16.622","16.622","-0.23%"
"Aug 29, 2023","16.660","16.660","16.660","16.660","0.58%"
"Aug 28, 2023","16.565","16.565","16.565","16.565","0.28%"
"Aug 25, 2023","16.518","16.518","16.518","16.518","0.20%"
"Aug 24, 2023","16.486","16.486","16.486","16.486","-0.43%"
"Aug 23, 2023","16.557","16.557","16.557","16.557","0.73%"
"Aug 22, 2023","16.437","16.437","16.437","16.437","0.24%"
"Aug 21, 2023","16.397","16.397","16.397","16.397","0.02%"
"Aug 18, 2023","16.393","16.393","16.393","16.393","-0.11%"
"Aug 17, 2023","16.412","16.412","16.412","16.412","-0.72%"
"Aug 16, 2023","16.531","16.531","16.531","16.531","-0.82%"
"Aug 14, 2023","16.668","16.668","16.668","16.668","0.25%"
"Aug 11, 2023","16.626","16.626","16.626","16.626","-0.35%"
"Aug 10, 2023","16.686","16.686","16.686","16.686","0.01%"
"Aug 09, 2023","16.685","16.685","16.685","16.685","-0.15%"
"Aug 08, 2023","16.710","16.710","16.710","16.710","0.03%"
"Aug 07, 2023","16.705","16.705","16.705","16.705","0.02%"
"Aug 04, 2023","16.701","16.701","16.701","16.701","-0.20%"
"Aug 03, 2023","16.736","16.736","16.736","16.736","-0.20%"
"Aug 02, 2023","16.769","16.769","16.769","16.769","-0.98%"
"Aug 01, 2023","16.935","16.935","16.935","16.935","-0.20%"
"Jul 31, 2023","16.968","16.968","16.968","16.968","0.25%"
"Jul 28, 2023","16.925","16.925","16.925","16.925","0.63%"
"Jul 27, 2023","16.820","16.820","16.820","16.820","0.23%"
"Jul 26, 2023","16.781","16.781","16.781","16.781","-0.21%"
"Jul 25, 2023","16.817","16.817","16.817","16.817","0.25%"
"Jul 24, 2023","16.775","16.775","16.775","16.775","0.12%"
"Jul 21, 2023","16.755","16.755","16.755","16.755","0.30%"
"Jul 20, 2023","16.705","16.705","16.705","16.705","-0.27%"
"Jul 19, 2023","16.750","16.750","16.750","16.750","0.26%"
"Jul 18, 2023","16.707","16.707","16.707","16.707","0.23%"
"Jul 17, 2023","16.669","16.669","16.669","16.669","-0.14%"
"Jul 14, 2023","16.692","16.692","16.692","16.692","-0.09%"
"Jul 13, 2023","16.708","16.708","16.708","16.708","0.23%"
"Jul 12, 2023","16.669","16.669","16.669","16.669","0.47%"
"Jul 11, 2023","16.592","16.592","16.592","16.592","0.34%"
"Jul 10, 2023","16.535","16.535","16.535","16.535","-0.04%"
"Jul 07, 2023","16.541","16.541","16.541","16.541","-0.08%"
"Jul 06, 2023","16.555","16.555","16.555","16.555","-1.13%"
"Jul 05, 2023","16.743","16.743","16.743","16.743","-0.19%"
"Jul 04, 2023","16.775","16.775","16.775","16.775","0.05%"
"Jul 03, 2023","16.768","16.768","16.768","16.768","-0.09%"
"Jun 30, 2023","16.782","16.782","16.782","16.782","0.76%"
"Jun 29, 2023","16.656","16.656","16.656","16.656","0.04%"
"Jun 28, 2023","16.649","16.649","16.649","16.649","0.46%"
"Jun 27, 2023","16.573","16.573","16.573","16.573","0.04%"
"Jun 26, 2023","16.566","16.566","16.566","16.566","-0.28%"
"Jun 23, 2023","16.613","16.613","16.613","16.613","0.01%"
"Jun 22, 2023","16.611","16.611","16.611","16.611","-0.29%"
"Jun 21, 2023","16.660","16.660","16.660","16.660","-0.42%"
"Jun 20, 2023","16.729","16.729","16.729","16.729","-0.32%"
"Jun 19, 2023","16.784","16.784","16.784","16.784","-0.17%"
"Jun 16, 2023","16.813","16.813","16.813","16.813","-0.28%"
"Jun 15, 2023","16.860","16.860","16.860","16.860","0.05%"
"Jun 14, 2023","16.853","16.853","16.853","16.853","0.02%"
"Jun 13, 2023","16.849","16.849","16.849","16.849","0.24%"
"Jun 12, 2023","16.809","16.809","16.809","16.809","0.59%"
"Jun 09, 2023","16.710","16.710","16.710","16.710","0.04%"
"Jun 07, 2023","16.703","16.703","16.703","16.703","-0.37%"
"Jun 06, 2023","16.764","16.764","16.764","16.764","0.31%"
"Jun 05, 2023","16.712","16.712","16.712","16.712","0.16%"
"Jun 02, 2023","16.685","16.685","16.685","16.685","0.53%"
"Jun 01, 2023","16.597","16.597","16.597","16.597","0.39%"
"May 31, 2023","16.532","16.532","16.532","16.532","-0.22%"
"May 30, 2023","16.569","16.569","16.569","16.569","0.00%"
"May 29, 2023","16.569","16.569","16.569","16.569","0.31%"
"May 26, 2023","16.518","16.518","16.518","16.518","0.47%"
"May 25, 2023","16.441","16.441","16.441","16.441","0.55%"
"May 24, 2023","16.350","16.350","16.350","16.350","-0.69%"
"May 23, 2023","16.464","16.464","16.464","16.464","-0.34%"
"May 22, 2023","16.520","16.520","16.520","16.520","0.13%"
"May 19, 2023","16.498","16.498","16.498","16.498","0.30%"
"May 18, 2023","16.448","16.448","16.448","16.448","0.39%"
"May 17, 2023","16.383","16.383","16.383","16.383","0.32%"
"May 16, 2023","16.330","16.330","16.330","16.330","-0.13%"
"May 15, 2023","16.351","16.351","16.351","16.351","0.15%"
"May 12, 2023","16.327","16.327","16.327","16.327","0.14%"
"May 11, 2023","16.304","16.304","16.304","16.304","0.23%"
"May 10, 2023","16.266","16.266","16.266","16.266","0.17%"
"May 09, 2023","16.238","16.238","16.238","16.238","0.12%"
"May 08, 2023","16.218","16.218","16.218","16.218","0.12%"
"May 05, 2023","16.199","16.199","16.199","16.199","0.78%"
"May 04, 2023","16.073","16.073","16.073","16.073","-0.27%"
"May 03, 2023","16.117","16.117","16.117","16.117","-0.33%"
"May 02, 2023","16.170","16.170","16.170","16.170","-0.28%"
"Apr 28, 2023","16.216","16.216","16.216","16.216","0.48%"
"Apr 27, 2023","16.139","16.139","16.139","16.139","0.47%"
"Apr 26, 2023","16.063","16.063","16.063","16.063","-1.04%"
"Apr 24, 2023","16.233","16.233","16.233","16.233","-0.19%"
"Apr 21, 2023","16.263","16.263","16.263","16.263","0.06%"
"Apr 20, 2023","16.254","16.254","16.254","16.254","-0.29%"
"Apr 19, 2023","16.301","16.301","16.301","16.301","-0.14%"
"Apr 18, 2023","16.325","16.325","16.325","16.325","0.20%"
"Apr 17, 2023","16.293","16.293","16.293","16.293","0.20%"
"Apr 14, 2023","16.260","16.260","16.260","16.260","0.09%"
"Apr 13, 2023","16.245","16.245","16.245","16.245","0.20%"
"Apr 12, 2023","16.212","16.212","16.212","16.212","-0.12%"
"Apr 11, 2023","16.231","16.231","16.231","16.231","0.09%"
"Apr 10, 2023","16.217","16.217","16.217","16.217","-0.04%"
"Apr 06, 2023","16.222","16.222","16.222","16.222","0.13%"
"Apr 05, 2023","16.202","16.202","16.202","16.202","-0.47%"
"Apr 04, 2023","16.279","16.279","16.279","16.279","-0.17%"
"Apr 03, 2023","16.306","16.306","16.306","16.306","0.14%"
"Mar 31, 2023","16.284","16.284","16.284","16.284","0.72%"
"Mar 30, 2023","16.169","16.169","16.169","16.169","0.54%"
"Mar 29, 2023","16.081","16.081","16.081","16.081","0.74%"
"Mar 28, 2023","15.963","15.963","15.963","15.963","-0.44%"
"Mar 27, 2023","16.032","16.032","16.032","16.032","0.05%"
"Mar 24, 2023","16.024","16.024","16.024","16.024","-0.05%"
"Mar 23, 2023","16.032","16.032","16.032","16.032","-0.02%"
"Mar 22, 2023","16.036","16.036","16.036","16.036","-0.10%"
"Mar 21, 2023","16.051","16.051","16.051","16.051","0.57%"
"Mar 20, 2023","15.960","15.960","15.960","15.960","-0.34%"
"Mar 17, 2023","16.015","16.015","16.015","16.015","-0.35%"
"Mar 16, 2023","16.071","16.071","16.071","16.071","0.41%"
"Mar 15, 2023","16.006","16.006","16.006","16.006","0.02%"
"Mar 14, 2023","16.002","16.002","16.002","16.002","0.42%"
"Mar 13, 2023","15.935","15.935","15.935","15.935","-0.99%"
"Mar 10, 2023","16.095","16.095","16.095","16.095","-0.84%"
"Mar 09, 2023","16.231","16.231","16.231","16.231","-0.35%"
"Mar 08, 2023","16.288","16.288","16.288","16.288","0.30%"
"Mar 07, 2023","16.240","16.240","16.240","16.240","-0.40%"
"Mar 06, 2023","16.305","16.305","16.305","16.305","0.02%"
