"Date","Price","Open","High","Low","Change %"
"Mar 28, 2024","7.181","7.181","7.181","7.181","0.23%"
"Mar 27, 2024","7.164","7.164","7.164","7.164","0.10%"
"Mar 26, 2024","7.157","7.157","7.157","7.157","-0.17%"
"Mar 25, 2024","7.169","7.169","7.169","7.169","-0.56%"
"Mar 22, 2024","7.210","7.210","7.210","7.210","-0.11%"
"Mar 21, 2024","7.218","7.218","7.218","7.218","0.50%"
"Mar 20, 2024","7.182","7.182","7.182","7.182","0.14%"
"Mar 19, 2024","7.172","7.172","7.172","7.172","0.49%"
"Mar 18, 2024","7.137","7.137","7.137","7.137","0.45%"
"Mar 15, 2024","7.105","7.105","7.105","7.105","-0.73%"
"Mar 14, 2024","7.157","7.157","7.157","7.157","0.15%"
"Mar 13, 2024","7.147","7.147","7.147","7.147","0.28%"
"Mar 12, 2024","7.127","7.127","7.127","7.127","1.34%"
"Mar 11, 2024","7.033","7.033","7.033","7.033","-0.70%"
"Mar 08, 2024","7.082","7.082","7.082","7.082","-0.52%"
"Mar 07, 2024","7.119","7.119","7.119","7.119","0.88%"
"Mar 06, 2024","7.057","7.057","7.057","7.057","0.61%"
"Mar 05, 2024","7.015","7.015","7.015","7.015","-1.19%"
"Mar 04, 2024","7.100","7.100","7.100","7.100","-0.15%"
"Mar 01, 2024","7.110","7.110","7.110","7.110","0.94%"
"Feb 29, 2024","7.044","7.044","7.044","7.044","-0.15%"
"Feb 28, 2024","7.055","7.055","7.055","7.055","0.38%"
"Feb 27, 2024","7.028","7.028","7.028","7.028","-0.53%"
"Feb 26, 2024","7.066","7.066","7.066","7.066","-0.35%"
"Feb 23, 2024","7.090","7.090","7.090","7.090","0.63%"
"Feb 22, 2024","7.046","7.046","7.046","7.046","1.81%"
"Feb 21, 2024","6.921","6.921","6.921","6.921","-0.15%"
"Feb 20, 2024","6.931","6.931","6.931","6.931","-0.78%"
"Feb 19, 2024","6.986","6.986","6.986","6.986","-0.23%"
"Feb 16, 2024","7.002","7.002","7.002","7.002","-0.04%"
"Feb 15, 2024","7.005","7.005","7.005","7.005","0.45%"
"Feb 14, 2024","6.974","6.974","6.974","6.974","0.92%"
"Feb 13, 2024","6.910","6.910","6.910","6.910","-1.51%"
"Feb 12, 2024","7.016","7.016","7.016","7.016","0.19%"
"Feb 09, 2024","7.003","7.003","7.003","7.003","0.71%"
"Feb 08, 2024","6.953","6.953","6.953","6.953","0.26%"
"Feb 07, 2024","6.936","6.936","6.936","6.936","0.96%"
"Feb 06, 2024","6.870","6.870","6.870","6.870","-0.04%"
"Feb 05, 2024","6.872","6.872","6.872","6.872","0.78%"
"Feb 02, 2024","6.819","6.819","6.819","6.819","1.29%"
"Feb 01, 2024","6.732","6.732","6.732","6.732","0.14%"
"Jan 31, 2024","6.723","6.723","6.723","6.723","-0.25%"
"Jan 30, 2024","6.740","6.740","6.740","6.740","0.52%"
"Jan 29, 2024","6.705","6.705","6.705","6.705","0.72%"
"Jan 26, 2024","6.657","6.657","6.657","6.657","1.33%"
"Jan 25, 2024","6.570","6.570","6.570","6.570","-0.06%"
"Jan 24, 2024","6.574","6.574","6.574","6.574","1.15%"
"Jan 23, 2024","6.499","6.499","6.499","6.499","-0.27%"
"Jan 22, 2024","6.517","6.517","6.517","6.517","0.61%"
"Jan 19, 2024","6.477","6.477","6.477","6.477","0.90%"
"Jan 18, 2024","6.419","6.419","6.419","6.419","0.84%"
"Jan 17, 2024","6.366","6.366","6.366","6.366","-0.42%"
"Jan 16, 2024","6.393","6.393","6.393","6.393","0.17%"
"Jan 15, 2024","6.382","6.382","6.382","6.382","-0.08%"
"Jan 12, 2024","6.387","6.387","6.387","6.387","1.02%"
"Jan 11, 2024","6.323","6.323","6.323","6.323","-0.65%"
"Jan 10, 2024","6.364","6.364","6.364","6.364","0.64%"
"Jan 09, 2024","6.324","6.324","6.324","6.324","0.63%"
"Jan 08, 2024","6.285","6.285","6.285","6.285","0.62%"
"Jan 05, 2024","6.246","6.246","6.246","6.246","-0.22%"
"Jan 04, 2024","6.260","6.260","6.260","6.260","-0.06%"
"Jan 03, 2024","6.264","6.264","6.264","6.264","-0.64%"
"Jan 02, 2024","6.304","6.304","6.304","6.304","-0.22%"
"Dec 29, 2023","6.318","6.318","6.318","6.318","0.10%"
"Dec 28, 2023","6.311","6.311","6.311","6.311","-0.19%"
"Dec 27, 2023","6.323","6.323","6.323","6.323","-0.21%"
"Dec 26, 2023","6.337","6.337","6.337","6.337","0.01%"
"Dec 22, 2023","6.336","6.336","6.336","6.336","0.21%"
"Dec 21, 2023","6.323","6.323","6.323","6.323","-0.99%"
"Dec 20, 2023","6.386","6.386","6.386","6.386","0.48%"
"Dec 19, 2023","6.356","6.356","6.356","6.356","0.11%"
"Dec 18, 2023","6.349","6.349","6.349","6.349","0.48%"
"Dec 15, 2023","6.318","6.318","6.318","6.318","-0.08%"
"Dec 14, 2023","6.323","6.323","6.323","6.323","-0.37%"
"Dec 13, 2023","6.347","6.347","6.347","6.347","0.25%"
"Dec 12, 2023","6.331","6.331","6.331","6.331","0.30%"
"Dec 11, 2023","6.312","6.312","6.312","6.312","0.86%"
"Dec 07, 2023","6.258","6.258","6.258","6.258","0.23%"
"Dec 06, 2023","6.244","6.244","6.244","6.244","0.53%"
"Dec 05, 2023","6.211","6.211","6.211","6.211","0.55%"
"Dec 04, 2023","6.177","6.177","6.177","6.177","0.40%"
"Nov 30, 2023","6.152","6.152","6.152","6.152","0.28%"
"Nov 29, 2023","6.135","6.135","6.135","6.135","0.33%"
"Nov 28, 2023","6.115","6.115","6.115","6.115","-0.40%"
"Nov 27, 2023","6.140","6.140","6.140","6.140","-0.28%"
"Nov 24, 2023","6.157","6.157","6.157","6.157","-0.06%"
"Nov 23, 2023","6.161","6.161","6.161","6.161","0.06%"
"Nov 22, 2023","6.157","6.157","6.157","6.157","1.00%"
"Nov 21, 2023","6.096","6.096","6.096","6.096","-0.10%"
"Nov 20, 2023","6.102","6.102","6.102","6.102","0.27%"
"Nov 17, 2023","6.086","6.086","6.086","6.086","-0.03%"
"Nov 16, 2023","6.088","6.088","6.088","6.088","0.35%"
"Nov 15, 2023","6.067","6.067","6.067","6.067","-0.79%"
"Nov 14, 2023","6.115","6.115","6.115","6.115","1.14%"
"Nov 13, 2023","6.046","6.046","6.046","6.046","0.44%"
"Nov 10, 2023","6.020","6.020","6.020","6.020","0.25%"
"Nov 09, 2023","6.005","6.005","6.005","6.005","0.42%"
"Nov 08, 2023","5.979","5.979","5.979","5.979","0.11%"
"Nov 07, 2023","5.973","5.973","5.973","5.973","1.06%"
"Nov 06, 2023","5.910","5.910","5.910","5.910","-0.43%"
"Nov 03, 2023","5.936","5.936","5.936","5.936","0.49%"
"Nov 02, 2023","5.907","5.907","5.907","5.907","2.83%"
"Oct 31, 2023","5.745","5.745","5.745","5.745","0.57%"
"Oct 30, 2023","5.712","5.712","5.712","5.712","0.50%"
"Oct 27, 2023","5.684","5.684","5.684","5.684","0.32%"
"Oct 26, 2023","5.666","5.666","5.666","5.666","-1.16%"
"Oct 25, 2023","5.733","5.733","5.733","5.733","-0.46%"
"Oct 24, 2023","5.759","5.759","5.759","5.759","-0.51%"
"Oct 23, 2023","5.788","5.788","5.788","5.788","0.19%"
"Oct 20, 2023","5.777","5.777","5.777","5.777","-1.49%"
"Oct 19, 2023","5.865","5.865","5.865","5.865","-0.47%"
"Oct 18, 2023","5.892","5.892","5.892","5.892","-1.01%"
"Oct 17, 2023","5.952","5.952","5.952","5.952","0.17%"
"Oct 16, 2023","5.943","5.943","5.943","5.943","0.54%"
"Oct 13, 2023","5.910","5.910","5.910","5.910","-0.54%"
"Oct 12, 2023","5.942","5.942","5.942","5.942","0.48%"
"Oct 11, 2023","5.914","5.914","5.914","5.914","-0.62%"
"Oct 10, 2023","5.951","5.951","5.951","5.951","1.49%"
"Oct 09, 2023","5.864","5.864","5.864","5.864","-0.08%"
"Oct 06, 2023","5.869","5.869","5.869","5.869","0.92%"
"Oct 04, 2023","5.815","5.815","5.815","5.815","0.49%"
"Oct 03, 2023","5.786","5.786","5.786","5.786","-0.56%"
"Oct 02, 2023","5.819","5.819","5.819","5.819","0.00%"
"Sep 29, 2023","5.819","5.819","5.819","5.819","-0.44%"
"Sep 28, 2023","5.845","5.845","5.845","5.845","0.98%"
"Sep 27, 2023","5.788","5.788","5.788","5.788","0.04%"
"Sep 26, 2023","5.786","5.786","5.786","5.786","-0.83%"
"Sep 25, 2023","5.834","5.834","5.834","5.834","-0.78%"
"Sep 22, 2023","5.880","5.880","5.880","5.880","0.15%"
"Sep 21, 2023","5.871","5.871","5.871","5.871","-1.99%"
"Sep 20, 2023","5.990","5.990","5.990","5.990","0.84%"
"Sep 19, 2023","5.940","5.940","5.940","5.940","-1.14%"
"Sep 18, 2023","6.009","6.009","6.009","6.009","-0.54%"
"Sep 15, 2023","6.042","6.042","6.042","6.042","0.00%"
"Sep 14, 2023","6.041","6.041","6.041","6.041","0.83%"
"Sep 13, 2023","5.991","5.991","5.991","5.991","-0.16%"
"Sep 12, 2023","6.001","6.001","6.001","6.001","-0.34%"
"Sep 11, 2023","6.021","6.021","6.021","6.021","0.41%"
"Sep 08, 2023","5.997","5.997","5.997","5.997","0.49%"
"Sep 07, 2023","5.967","5.967","5.967","5.967","0.53%"
"Sep 06, 2023","5.936","5.936","5.936","5.936","-1.14%"
"Sep 05, 2023","6.004","6.004","6.004","6.004","0.37%"
"Sep 04, 2023","5.982","5.982","5.982","5.982","0.39%"
"Sep 01, 2023","5.959","5.959","5.959","5.959","0.25%"
"Aug 31, 2023","5.944","5.944","5.944","5.944","0.04%"
"Aug 30, 2023","5.942","5.942","5.942","5.942","-0.18%"
"Aug 29, 2023","5.952","5.952","5.952","5.952","1.13%"
"Aug 28, 2023","5.886","5.886","5.886","5.886","0.93%"
"Aug 25, 2023","5.832","5.832","5.832","5.832","0.06%"
"Aug 24, 2023","5.828","5.828","5.828","5.828","-0.91%"
"Aug 23, 2023","5.882","5.882","5.882","5.882","1.41%"
"Aug 22, 2023","5.800","5.800","5.800","5.800","0.72%"
"Aug 21, 2023","5.759","5.759","5.759","5.759","0.10%"
"Aug 18, 2023","5.753","5.753","5.753","5.753","-0.76%"
"Aug 17, 2023","5.797","5.797","5.797","5.797","-0.50%"
"Aug 16, 2023","5.826","5.826","5.826","5.826","-0.73%"
"Aug 14, 2023","5.869","5.869","5.869","5.869","0.91%"
"Aug 11, 2023","5.816","5.816","5.816","5.816","-0.78%"
"Aug 10, 2023","5.862","5.862","5.862","5.862","0.47%"
"Aug 09, 2023","5.834","5.834","5.834","5.834","-0.30%"
"Aug 08, 2023","5.852","5.852","5.852","5.852","0.05%"
"Aug 07, 2023","5.849","5.849","5.849","5.849","-0.64%"
"Aug 04, 2023","5.886","5.886","5.886","5.886","0.84%"
"Aug 03, 2023","5.838","5.838","5.838","5.838","0.18%"
"Aug 02, 2023","5.827","5.827","5.827","5.827","-1.54%"
"Aug 01, 2023","5.918","5.918","5.918","5.918","-0.01%"
"Jul 31, 2023","5.919","5.919","5.919","5.919","-0.12%"
"Jul 28, 2023","5.926","5.926","5.926","5.926","0.75%"
"Jul 27, 2023","5.882","5.882","5.882","5.882","0.81%"
"Jul 26, 2023","5.835","5.835","5.835","5.835","-0.82%"
"Jul 25, 2023","5.884","5.884","5.884","5.884","0.68%"
"Jul 21, 2023","5.844","5.844","5.844","5.844","0.61%"
"Jul 20, 2023","5.808","5.808","5.808","5.808","-0.43%"
"Jul 19, 2023","5.833","5.833","5.833","5.833","0.20%"
"Jul 18, 2023","5.821","5.821","5.821","5.821","0.26%"
"Jul 17, 2023","5.806","5.806","5.806","5.806","-0.41%"
"Jul 14, 2023","5.830","5.830","5.830","5.830","0.40%"
"Jul 13, 2023","5.807","5.807","5.807","5.807","0.11%"
"Jul 12, 2023","5.800","5.800","5.800","5.800","1.34%"
"Jul 11, 2023","5.723","5.723","5.723","5.723","0.19%"
"Jul 10, 2023","5.712","5.712","5.712","5.712","-1.06%"
"Jul 07, 2023","5.774","5.774","5.774","5.774","0.59%"
"Jul 06, 2023","5.740","5.740","5.740","5.740","-1.30%"
"Jul 05, 2023","5.815","5.815","5.815","5.815","-0.21%"
"Jul 04, 2023","5.827","5.827","5.827","5.827","0.05%"
"Jul 03, 2023","5.824","5.824","5.824","5.824","-0.55%"
"Jun 30, 2023","5.857","5.857","5.857","5.857","1.64%"
"Jun 29, 2023","5.762","5.762","5.762","5.762","0.49%"
"Jun 28, 2023","5.734","5.734","5.734","5.734","0.58%"
"Jun 27, 2023","5.701","5.701","5.701","5.701","0.29%"
"Jun 26, 2023","5.684","5.684","5.684","5.684","-0.91%"
"Jun 23, 2023","5.737","5.737","5.737","5.737","0.47%"
"Jun 22, 2023","5.710","5.710","5.710","5.710","-0.44%"
"Jun 21, 2023","5.735","5.735","5.735","5.735","-0.59%"
"Jun 20, 2023","5.770","5.770","5.770","5.770","-0.49%"
"Jun 19, 2023","5.798","5.798","5.798","5.798","-0.62%"
"Jun 16, 2023","5.834","5.834","5.834","5.834","-0.39%"
"Jun 15, 2023","5.857","5.857","5.857","5.857","0.47%"
"Jun 14, 2023","5.830","5.830","5.830","5.830","0.50%"
"Jun 13, 2023","5.800","5.800","5.800","5.800","0.73%"
"Jun 12, 2023","5.758","5.758","5.758","5.758","0.87%"
"Jun 09, 2023","5.709","5.709","5.709","5.709","-0.10%"
"Jun 07, 2023","5.715","5.715","5.715","5.715","-0.89%"
"Jun 06, 2023","5.766","5.766","5.766","5.766","-0.02%"
"Jun 05, 2023","5.767","5.767","5.767","5.767","0.53%"
"Jun 02, 2023","5.737","5.737","5.737","5.737","0.80%"
"Jun 01, 2023","5.691","5.691","5.691","5.691","0.70%"
"May 31, 2023","5.652","5.652","5.652","5.652","-0.32%"
"May 30, 2023","5.670","5.670","5.670","5.670","-0.46%"
"May 29, 2023","5.696","5.696","5.696","5.696","0.19%"
"May 26, 2023","5.686","5.686","5.686","5.686","1.86%"
"May 25, 2023","5.582","5.582","5.582","5.582","1.34%"
"May 24, 2023","5.508","5.508","5.508","5.508","-1.28%"
"May 23, 2023","5.580","5.580","5.580","5.580","-1.27%"
"May 22, 2023","5.651","5.651","5.651","5.651","0.17%"
"May 19, 2023","5.641","5.641","5.641","5.641","0.64%"
"May 18, 2023","5.606","5.606","5.606","5.606","0.68%"
"May 17, 2023","5.568","5.568","5.568","5.568","0.74%"
"May 16, 2023","5.527","5.527","5.527","5.527","0.28%"
"May 15, 2023","5.512","5.512","5.512","5.512","0.62%"
"May 12, 2023","5.478","5.478","5.478","5.478","-0.05%"
"May 11, 2023","5.480","5.480","5.480","5.480","0.60%"
"May 10, 2023","5.447","5.447","5.447","5.447","0.25%"
"May 09, 2023","5.434","5.434","5.434","5.434","0.22%"
"May 08, 2023","5.422","5.422","5.422","5.422","0.46%"
"May 05, 2023","5.397","5.397","5.397","5.397","1.49%"
"May 04, 2023","5.318","5.318","5.318","5.318","-1.55%"
"May 03, 2023","5.402","5.402","5.402","5.402","0.00%"
"May 02, 2023","5.402","5.402","5.402","5.402","-1.09%"
"Apr 28, 2023","5.462","5.462","5.462","5.462","1.21%"
"Apr 27, 2023","5.396","5.396","5.396","5.396","0.88%"
"Apr 26, 2023","5.349","5.349","5.349","5.349","-1.11%"
"Apr 24, 2023","5.409","5.409","5.409","5.409","-0.52%"
"Apr 21, 2023","5.438","5.438","5.438","5.438","-0.03%"
"Apr 20, 2023","5.439","5.439","5.439","5.439","-0.19%"
"Apr 19, 2023","5.450","5.450","5.450","5.450","0.31%"
"Apr 18, 2023","5.432","5.432","5.432","5.432","0.41%"
"Apr 17, 2023","5.410","5.410","5.410","5.410","0.57%"
"Apr 14, 2023","5.379","5.379","5.379","5.379","-0.34%"
"Apr 13, 2023","5.398","5.398","5.398","5.398","0.41%"
"Apr 12, 2023","5.376","5.376","5.376","5.376","0.13%"
"Apr 11, 2023","5.369","5.369","5.369","5.369","0.43%"
"Apr 10, 2023","5.346","5.346","5.346","5.346","-0.52%"
"Apr 06, 2023","5.374","5.374","5.374","5.374","0.67%"
"Apr 05, 2023","5.338","5.338","5.338","5.338","-1.03%"
"Apr 04, 2023","5.394","5.394","5.394","5.394","0.14%"
"Apr 03, 2023","5.386","5.386","5.386","5.386","-0.05%"
"Mar 31, 2023","5.389","5.389","5.389","5.389","1.20%"
"Mar 30, 2023","5.325","5.325","5.325","5.325","0.45%"
"Mar 29, 2023","5.301","5.301","5.301","5.301","1.07%"
"Mar 28, 2023","5.245","5.245","5.245","5.245","-0.70%"
"Mar 27, 2023","5.282","5.282","5.282","5.282","0.13%"
"Mar 24, 2023","5.275","5.275","5.275","5.275","0.19%"
"Mar 23, 2023","5.265","5.265","5.265","5.265","-0.25%"
"Mar 22, 2023","5.278","5.278","5.278","5.278","0.68%"
"Mar 21, 2023","5.243","5.243","5.243","5.243","0.62%"
"Mar 20, 2023","5.211","5.211","5.211","5.211","-0.27%"
"Mar 17, 2023","5.225","5.225","5.225","5.225","-0.62%"
"Mar 16, 2023","5.257","5.257","5.257","5.257","2.38%"
"Mar 15, 2023","5.135","5.135","5.135","5.135","0.01%"
"Mar 14, 2023","5.134","5.134","5.134","5.134","0.69%"
"Mar 13, 2023","5.099","5.099","5.099","5.099","-1.32%"
"Mar 10, 2023","5.167","5.167","5.167","5.167","-2.25%"
"Mar 09, 2023","5.286","5.286","5.286","5.286","0.11%"
"Mar 08, 2023","5.280","5.280","5.280","5.280","0.44%"
"Mar 07, 2023","5.257","5.257","5.257","5.257","-1.42%"
"Mar 06, 2023","5.333","5.333","5.333","5.333","0.86%"
"Mar 03, 2023","5.287","5.287","5.287","5.287","1.81%"
"Mar 02, 2023","5.194","5.194","5.194","5.194","0.85%"
"Mar 01, 2023","5.150","5.150","5.150","5.150","-0.67%"
"Feb 28, 2023","5.185","5.185","5.185","5.185","-0.52%"
"Feb 27, 2023","5.212","5.212","5.212","5.212","1.05%"
"Feb 24, 2023","5.157","5.157","5.157","5.157","-0.70%"
"Feb 23, 2023","5.194","5.194","5.194","5.194","-0.44%"
"Feb 22, 2023","5.217","5.217","5.217","5.217","0.35%"
"Feb 21, 2023","5.199","5.199","5.199","5.199","-1.32%"
